Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,Company,Sector,MarketCap
2026-03-24 00:00:00-04:00,250.35000610351562,254.8300018310547,249.5500030517578,251.63999938964844,45152300,0.0,0.0,AAPL,Apple Inc.,Technology,3624949514240
2026-03-25 00:00:00-04:00,254.10000610351562,255.0,251.60000610351562,252.6199951171875,28476700,0.0,0.0,AAPL,Apple Inc.,Technology,3624949514240
2026-03-26 00:00:00-04:00,252.1199951171875,257.0,250.77000427246094,252.88999938964844,41796700,0.0,0.0,AAPL,Apple Inc.,Technology,3624949514240
2026-03-27 00:00:00-04:00,253.89999389648438,255.49000549316406,248.07000732421875,248.8000030517578,47900000,0.0,0.0,AAPL,Apple Inc.,Technology,3624949514240
2026-03-30 00:00:00-04:00,250.07000732421875,250.8699951171875,245.50999450683594,246.6300048828125,39106000,0.0,0.0,AAPL,Apple Inc.,Technology,3624949514240
2026-03-24 00:00:00-04:00,376.55999755859375,387.4800109863281,376.30999755859375,383.0299987792969,60004900,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1333163982848
2026-03-25 00:00:00-04:00,389.989990234375,396.2300109863281,385.010009765625,385.95001220703125,55157300,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1333163982848
2026-03-26 00:00:00-04:00,381.6000061035156,384.44000244140625,371.8699951171875,372.1099853515625,55522900,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1333163982848
2026-03-27 00:00:00-04:00,369.69000244140625,369.8599853515625,359.4700012207031,361.8299865722656,62065700,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1333163982848
2026-03-30 00:00:00-04:00,365.8599853515625,367.2900085449219,352.1400146484375,355.2799987792969,67689900,0.0,0.0,TSLA,"Tesla, Inc.",Consumer Cyclical,1333163982848
2026-03-23 00:00:00+05:30,1238.199951171875,1261.0999755859375,1227.4000244140625,1256.800048828125,12420293,0.0,0.0,INFY.NS,Infosys Limited,Technology,5060687298560
2026-03-24 00:00:00+05:30,1269.0,1297.0,1251.0,1278.300048828125,13613495,0.0,0.0,INFY.NS,Infosys Limited,Technology,5060687298560
2026-03-25 00:00:00+05:30,1270.0,1290.5999755859375,1257.0999755859375,1279.0999755859375,10824030,0.0,0.0,INFY.NS,Infosys Limited,Technology,5060687298560
2026-03-27 00:00:00+05:30,1285.199951171875,1294.800048828125,1263.199951171875,1269.699951171875,13092541,0.0,0.0,INFY.NS,Infosys Limited,Technology,5060687298560
2026-03-30 00:00:00+05:30,1250.0,1265.5,1243.0,1250.5999755859375,14108486,0.0,0.0,INFY.NS,Infosys Limited,Technology,5060687298560
2026-03-23 00:00:00+05:30,1400.0,1415.5999755859375,1391.0,1407.800048828125,18979554,0.0,0.0,RELIANCE.NS,Reliance Industries Limited,Energy,18186290331648
2026-03-24 00:00:00+05:30,1420.0,1422.4000244140625,1406.5999755859375,1411.800048828125,18620893,0.0,0.0,RELIANCE.NS,Reliance Industries Limited,Energy,18186290331648
2026-03-25 00:00:00+05:30,1420.0,1430.5,1408.4000244140625,1413.0999755859375,19041331,0.0,0.0,RELIANCE.NS,Reliance Industries Limited,Energy,18186290331648
2026-03-27 00:00:00+05:30,1401.0,1404.699951171875,1345.0,1348.0999755859375,23266517,0.0,0.0,RELIANCE.NS,Reliance Industries Limited,Energy,18186290331648
2026-03-30 00:00:00+05:30,1335.0,1365.0,1334.0999755859375,1343.9000244140625,24393861,0.0,0.0,RELIANCE.NS,Reliance Industries Limited,Energy,18186290331648
